nombre,categoria,rating,reviews,horario,direccion,ciudad,provincia,web,telefono,mapa,imagen,reseña
El Bar de Carlos,Bar,"4,6",124,"lunes, De 8:00 a 21:00; martes, De 8:00 a 21:00; miércoles, De 8:00 a 21:00; jueves, De 8:00 a 21:00; viernes, De 8:00 a 21:00; sábado, De 11:00 a 15:00; domingo, Cerrado","C. Condes de Altamira, 5, 24700 Astorga, León",Astorga,León,,665 90 38 10,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.5631073739355!2d-6.058755603210458!3d42.458310999999995!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3761d8b7767e35%3A0x4c9730e1cde04078!2sEl%20Bar%20de%20Carlos!5e0!3m2!1ses!2ses!4v1748726483172!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrMxL8vXJfoIY9YG1ZPRdY7zEoTbbgBPe7bRZbtW-QhN6HYjhctFCXX52Oap2hmFBRrvWlyFtO4lKmMA2y9JfXYaHDgO6eNCJzAQxvqgq6VaGhZkL3lqHyY_ZC6vJF8ErHIlF75=w408-h544-k-no,"El Bar de Carlos, ubicado en Astorga, destaca según sus visitantes por comentarios como: No suelo escribir reseñas en la aplicación... Pero esta vez, sin duda, lo merece. La comida buenísima y el trato excelente. El dueño del bar te hace sentir como en casa. Productos de calidad y a un precio económico, este modelo de negocio está desapareciendo en España, y sobretodo en Astorga, devorado por los monstruosos chiringuituelos diseñados para hijos de la Gran Bretaña. Hay que apoyarlo. Si vuelvo por Astorga, sin duda volveré.."
EL RINCÓN DE GAUDI,Bar restaurante,4,200,"lunes, De 8:00 a 22:30; martes, De 8:00 a 17:00; miércoles, Cerrado; jueves, De 8:00 a 22:30; viernes, De 8:00 a 23:30; sábado, De 9:00 a 23:30; domingo, De 9:00 a 22:30","C. Sta. Marta, 1, 24700 Astorga, León",Astorga,León,,660 27 20 62,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.575413951386!2d-6.05793020321041!3d42.4580492!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3761fb482ae8a5%3A0xcfc433d6aaa0294b!2sEL%20RINC%C3%93N%20DE%20GAUDI!5e0!3m2!1ses!2ses!4v1748726364408!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYOB04W_B73fGyslBuqb6bRHA-nAlpnfkrWqse2rrNxxGAaTT-uW-RfqJWWeoTS_e0RhHpSydZ806TK87fx-siY6kOoy39x6IMrMdLAvBFsrPJsyRSwlc9WngxwhaoL5SQIcc=w408-h306-k-no,"EL RINCÓN DE GAUDI, ubicado en Astorga, destaca según sus visitantes por comentarios como: Hicimos una parada para comer aquí dentro de nuestro viaje. La comida estuvo muy rica pedimos las croquetas de cecina, de queso y el costillar. Los sabores estaban muy bien y la cantidad también. La terraza es muy bonita frente al palacio episcopal y sobretodo la atención y el servicio fue excelente!."
Gastrobar Restaurante La Paloma,Bar restaurante,"4,2",1437,"lunes, Cerrado; martes, De 8:00 a 23:00; miércoles, De 8:00 a 23:00; jueves, De 8:00 a 23:00; viernes, De 9:00 a 24:00; sábado, De 9:00 a 24:00; domingo, De 9:00 a 17:00","C. Pío Gullón, 16, 24700 Astorga, León",Astorga,León,,987 60 26 49,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7661768444614!2d-6.0572858032104495!3d42.453990900000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bb8efbdb03%3A0xc88eb183cacb1e2d!2sGastrobar%20Restaurante%20La%20Paloma!5e0!3m2!1ses!2ses!4v1748726458016!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrQ2hD5ZFg5R1QiD8jrR_8t4S48ntfesfjdNw1eMR_nRtnIjGXkXr1GQyxtMnrUBCV6nj8csUEzL5mu3PMX4jhRuS-IGMR_By5W4vAyqZPOYBZ64DxZN15HyqmuzBs7PDRAX2hv=w408-h334-k-no,"Gastrobar Restaurante La Paloma, ubicado en Astorga, destaca según sus visitantes por comentarios como: Un restaurante que no parece tal cuando entras en el bar, ya que la zona de comedor está separada por una puerta del resto del local. Nos lo recomendó un amigo y no se equivocó nada. Tuvimos suerte porque al llamar para reservar acababan de anular una mesa, si no un Viernes Santo imposible comer sin haber reservado 3 o 4 días antes.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Hotel Gaudí Astorga,,"4,2",1447,,"Pl. Eduardo de Castro, 6, 24700 Astorga, León",Astorga,León,http://www.gaudihotel.es/,987 61 56 54,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.629434304641!2d-6.0645469032104495!3d42.45690000000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bb20bdf0f3%3A0xe805fe6ec006525d!2sHotel%20Gaud%C3%AD%20Astorga!5e0!3m2!1ses!2ses!4v1748726398500!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipOW-Jdz0gRwIdoguAnh2nBJym1YUXiCYTo--gJr=w408-h281-k-no,"Hotel Gaudí Astorga, ubicado en Astorga, destaca según sus visitantes por comentarios como: destaca por su excelente ubicación, justo frente al Palacio de Gaudí y la catedral, lo que lo convierte en un punto de partida ideal para recorrer la ciudad. Aunque no es un hotel moderno y su decoración es clásica, las instalaciones están muy bien cuidadas y resultan cómodas para la estancia. El personal es especialmente amable y atento, siempre dispuesto a ayudar y hacer la estancia agradable. El servicio de comedor y bar es uno de sus puntos fuertes, con un restaurante tradicional que ofrece platos de la cocina leonesa y desayunos completos y variados. Además, la cafetería y la terraza con vistas son perfectas para relajarse tras un día de turismo. En resumen, una opción muy recomendable por su trato, servicios y localización, ideal para quienes buscan comodidad y buena atención en el centro de Astorga."
La Pepa,Restaurante,"4,7",686,"lunes, Cerrado; martes, De 9:30 a 17:30; miércoles, De 9:30 a 17:30; jueves, De 9:30 a 17:30; viernes, De 9:30 a 24:00; sábado, De 9:30 a 24:00; domingo, De 9:30 a 17:00","C. del Arzobispo López Peláez, N° 6, 24700 Astorga, León",Astorga,León,,987 19 66 33,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7073696924117!2d-6.060936703210448!3d42.45524199999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd376121e87f0965%3A0xed7d017694f9abd0!2sLa%20Pepa!5e0!3m2!1ses!2ses!4v1748726313658!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrgpkHL3JsYqCuY1j_G_sHuHr2CjL79c1K6FM_0hITDs4jEP2Cm8wDohNYpCe-obWqSssHUnBkmEBpe4uQ0a-qlsER4yq5xv5aH1yBPdx2E9_nef_xuD1A1f122-yI9Iziww5tXxQ=w408-h544-k-no,"La Pepa, ubicado en Astorga, destaca según sus visitantes por comentarios como: Impresionante, nos encantó los platos que pedimos, además llegamos sin reserva y nos dieron una mesa al momento, recomiendo reservar si tenéis pensado ir, tienen menú del Día, aunque nosotros preferimos pedir de la carta. Si vuelvo a Astorga repetiría sin dudarlo!!."
Mercadona,Supermercado,"4,1",1375,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Av. Madrid - A Coruña, 248, 24700 Astorga, León",Astorga,León,https://www.mercadona.es/,987 60 27 81,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.4627016448785!2d-6.069461103210485!3d42.460446899999994!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd375e02393f6669%3A0x765e2682fc0f37e7!2sMercadona!5e0!3m2!1ses!2ses!4v1748726466313!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4np5vgXpn2zgYgvIs_LKxtSXB2unG-4Yl_ZzV-33FH3XuVXopKSBTGfarOh70_ZT_jzhTm9L8IeRf3XoN4QkuCS6awhyxLuJyYG7O3Jn9pg7nfru0LY5QQ8bIyjhmvF6rIFocwM=w493-h240-k-no,"Mercadona, ubicado en Astorga, destaca según sus visitantes por comentarios como: Es un súper que está bastante bien. Como todos los de la cadena Valenciana, dispone de pasillos amplios, muy buena distribución, limpieza y muy buena atención del personal de servicio, tanto en sala como en caja. Solamente le pongo un &quot; pero&quot; al parking.... Es muy reducido y en estos días de navidad está completo. Y ya puestos otra cosita más que deberían ir corrigiendo para facilitar la compra... Eliminar los carros metálicos grandes, y disponer de carros cesta, son más cómodos, ocupan menos espacio en pasillos y permite en momentos de aglomeración circular con más facilidad. Por otra parte agradecer la oferta cada vez mayor de productos &quot;plant-based&quot; en todas las tiendas de la cadena.."
Restaurante - Hotel La Peseta,,"4,5",1486,,"Pl. San Bartolomé, 3, 24700 Astorga, León",Astorga,León,http://www.restaurantelapeseta.com/,987 61 72 75,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7532648676292!2d-6.057120803210477!3d42.454265600000014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bc1c041e3f%3A0x6f34301d01512453!2sRestaurante%20-%20Hotel%20La%20Peseta!5e0!3m2!1ses!2ses!4v1748726408500!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipO3E_3Am5IsvfbFQ7RatMSxYTqxf9nROxno2nwM=w408-h270-k-no,"Restaurante - Hotel La Peseta, ubicado en Astorga, destaca según sus visitantes por comentarios como: Solo he estado en el restaurante, y me parecieron encantadores. Avisamos de que íbamos con perro y no nos pusieron problema, estuvimos en la cafetería para no molestar y estaban atentos en todo momento. El cocido estaba espectacular y sin duda al peludo fue al que más le gustó. 10/10."
RESTAURANTE ASTORGANO &quot;menú del dia&quot;,Restaurante,"4,3",1739,"lunes, De 8:00 a 16:00; martes, De 8:00 a 16:00; miércoles, Cerrado; jueves, De 8:00 a 16:00; viernes, De 8:00 a 16:00; sábado, De 13:00 a 16:00; domingo, De 13:00 a 16:30","Autovía del Noroeste, salida 326, 24700 Astorga, León",Astorga,León,,722 88 14 16,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2944.2000776814903!2d-6.084567703210449!3d42.4447589!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd375e3cb785d4d5%3A0xd20231850d5e58c7!2sRESTAURANTE%20ASTORGANO%20%22men%C3%BA%20del%20dia%22!5e0!3m2!1ses!2ses!4v1748726373030!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPLixQMt39bJGqM3zh4MsKfK98JFyuQE5uw-a0P=w408-h544-k-no,"RESTAURANTE ASTORGANO &quot;menú del dia&quot;, ubicado en Astorga, destaca según sus visitantes por comentarios como: Hemos comido súper bien, todo buenísimo, tienen menú pero súper variado y MUY contundente. 14€ el menú, con postre, buenísimo. Sabían también lo que es el gluten y nos han adaptado platos sin gluten! Sin duda aunque sea un sitio que pilla “de paso” volvería."
Restaurante Casa Maragata I,Restaurante,"4,8",1984,"lunes, Cerrado; martes, Cerrado; miércoles, De 10:00 a 18:00; jueves, De 10:00 a 18:00; viernes, De 10:00 a 18:00; sábado, De 10:00 a 18:00; domingo, De 10:00 a 18:00","C. Húsar Tiburcio, 2, 24700 Astorga, León",Astorga,León,https://casamaragata.com/,987 61 88 80,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.629434304641!2d-6.0645469032104495!3d42.45690000000002!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760a4fec1a2c5%3A0x4da5ffdda889141a!2sRestaurante%20Casa%20Maragata%20I!5e0!3m2!1ses!2ses!4v1748726381891!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipPrPBomWGid8vebC9kyGCSJDjO7X7fCBQCM0AeN=w408-h272-k-no,"Restaurante Casa Maragata I, ubicado en Astorga, destaca según sus visitantes por comentarios como: Servicio, comida, ambiente y trato de 10. Sin duda, una visita obligatoria para degustar su impresionante cocido. Desde la carne, pasando por los deliciosos garbanzos y terminando por su sopa y natillas, todo servido de forma impecable y para disfrutar a cada mordisco.."
Restaurante Casa Maragata II,Restaurante,"4,6",1753,"lunes, De 10:00 a 18:00; martes, De 10:00 a 18:00; miércoles, Cerrado; jueves, Cerrado; viernes, De 10:00 a 18:00; sábado, De 10:00 a 18:00; domingo, De 10:00 a 18:00","C. Padres Redentoristas, 6, 24700 Astorga, León",Astorga,León,http://www.casamaragata.com/,987 61 81 18,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7661768444614!2d-6.0572858032104495!3d42.453990900000015!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bc1906c665%3A0x680d109031a93b8!2sRestaurante%20Casa%20Maragata%20II!5e0!3m2!1ses!2ses!4v1748726450094!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMknFFSJYWrCGVouWVy3gXYb1C_HqK1YL9mKNaM=w408-h272-k-no,"Restaurante Casa Maragata II, ubicado en Astorga, destaca según sus visitantes por comentarios como: Se puede decir que en este sitio el cocido destaca por sus garbanzos. Son  espectaculares, nunca había probado algo así. El resto del cocido se puede decir que está bien, aunque mejoraría los rellenos. Un poco insípidos. Las natillas, ni las comento, por decir que son natillas. Servicio rápido y atento. Preguntan si quieres repetir algo. Las sobras de carne se pueden llevar sin problema."
Restaurante El Patio,Bar restaurante,"4,3",1433,"lunes, De 8:00 a 1:00; martes, De 8:00 a 1:00; miércoles, Cerrado; jueves, De 8:00 a 1:00; viernes, De 8:00 a 1:00; sábado, De 8:00 a 1:00; domingo, De 8:00 a 1:00","C. García Prieto, 7, 24700 Astorga, León",Astorga,León,,987 62 87 23,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7273796050695!2d-6.056902403210448!3d42.454816300000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bb764a6865%3A0x2a939d8d26929f54!2sRestaurante%20El%20Patio!5e0!3m2!1ses!2ses!4v1748726341471!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr_X8bKAsnU_zRgMCpugc6Qr5X4GC6DIMU2IROZAVBdxeNmBXlmjOvFmIGtsSzOxnLVnDYvR3ZlzH9FnGjWIWJOC2-2K_4LRGPJzupUT3FFDmWotNAePZWGNhP0cJY-ML8HgG0p=w426-h240-k-no,"Restaurante El Patio, ubicado en Astorga, destaca según sus visitantes por comentarios como: Vinimos a Astorga y nos lo recomendaron, tiene una zona a la entrada muy amplia para tomar y picar, luego tiene un salón interior y una gran barra, comida de la zona y casera, muy rica y abundante! Aquí adjunto unas fotitos para que veias, lo mejor las croquetas caseras de cecina!."
Restaurante EL UNO Urban Food,Restaurante,"4,4",1737,"lunes, Cerrado; martes, De 10:00 a 22:00; miércoles, De 10:00 a 22:00; jueves, De 10:00 a 22:00; viernes, De 10:00 a 22:00; sábado, De 10:00 a 22:00; domingo, De 10:00 a 22:00","Pl. España, 1, 24700 Astorga, León",Astorga,León,,987 61 90 24,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7532648676292!2d-6.057120803210477!3d42.454265600000014!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bc12ffe577%3A0x112a5b6b6b9ed963!2sRestaurante%20EL%20UNO%20Urban%20Food!5e0!3m2!1ses!2ses!4v1748726416657!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4no2VChIB3TO9pjn0rkFBalwUqiBjw5J4XBNs9ziJ6Rt7uWBrOPPcyYOMZlh-aa_YfpMic9gIjrMlv3XQycdzumUjtLeNFlfSHZ7N393epyOJ6warmZjfF6kydxYMeAgmQT665g=w426-h240-k-no,"Restaurante EL UNO Urban Food, ubicado en Astorga, destaca según sus visitantes por comentarios como: Fui a cenar con mi pareja y la experiencia fue genial desde el principio. Pedimos como entrantes fingers de pollo y patatas EL UNO, y ambos estaban en su punto: bien hechos, sabrosos y con una ración más que generosa. Las hamburguesas fueron otro acierto total: grandes, jugosas y llenas de sabor.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Restaurante Tándem,Bar restaurante,"4,1",425,"lunes, De 9:00 a 2:00; martes, De 9:00 a 2:00; miércoles, Cerrado; jueves, De 9:00 a 2:00; viernes, De 9:00 a 3:00; sábado, De 10:00 a 3:00; domingo, De 10:00 a 2:00","C. Señor Ovalle, 14, 24700 Astorga, León",Astorga,León,https://www.tandemastorga.com/,987 04 41 82,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.7273796050695!2d-6.056902403210448!3d42.454816300000005!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd37616df4d66ca9%3A0x69d3743ef09044ed!2sRestaurante%20T%C3%A1ndem!5e0!3m2!1ses!2ses!4v1748726325173!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipMcERdKt8lfntfOgG1l9RJOQdvpMOYa9qObJyaW=w408-h544-k-no,"Restaurante Tándem, ubicado en Astorga, destaca según sus visitantes por comentarios como: Estupendo sitio para tomar unas buenas raciones, o comer de menú del día con buen surtido de platos y buena calidad. Sólo un apunte, las patatas fritas las prefiero que no sean congeladas, aunque estaban bien fritas. Por lo demás todo estupendo. Las croquetas cremosas de chuleta estaban  exquisitas.."
Supermercado C. Alcampo,Supermercado,"4,1",251,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","C. Alcalde Pineda, 31, 24700 Astorga, León",Astorga,León,,912 17 04 53,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.5400923109037!2d-6.062641403210484!3d42.458800600000004!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760a54ee0e705%3A0xa020aca11102690!2sSupermercado%20C.%20Alcampo!5e0!3m2!1ses!2ses!4v1748726499641!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrb6EmS_lAVhRFqtzIQ_Lj6PfqGCgHWZdNJ56II9dgxZtM-5lRr3K9ox7-ntN_7TCjh6iyHDhjJUwJModqtbaa0jWXpX8isGugcvkLvcFsB3CXoIMdp0p88XlESfmhniFX8-Saw=w408-h544-k-no,"Supermercado C. Alcampo, ubicado en Astorga, destaca según sus visitantes por comentarios como: Si no desean que les roben por artículos que encuentran en cualquier supermercado de Astorga, no vayan. Los precios que tienen no son para esta comarca. El personal agradable y profesional.. Esta es solo una muestra del aprecio (o crítica) que genera entre quienes lo visitan."
Supermercados Alimerka,Supermercado,"4,2",377,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","C. García Prieto, 9-11-13, 24700 Ponferrada, León",Astorga,León,https://www.alimerkaonline.es/?utm_source=google&amp;utm_medium=local&amp;utm_campaign=google-local,984 84 95 36,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.6873925209625!2d-6.05988760321043!3d42.45566699999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bb7a067001%3A0x39f0979b89eb5e67!2sSupermercados%20Alimerka!5e0!3m2!1ses!2ses!4v1748726491516!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq8SJHILsdd7DKM5qwl1c3imqgYVEtA5GBEvTiOSu8HqhIalqYyXPueIINeAdUUpCaNMalE5h5IRAgZPqGohJS5htczIir6tfk6wehkNgoxYnqhJ07YlJu19ZwnZfVlOmsl1YPF8Q=w408-h306-k-no,"Supermercados Alimerka, ubicado en Astorga, destaca según sus visitantes por comentarios como: Ojo cada vez que pasas por caja te roban a la cara los productos como la fruta te la pesan en caja y el precio no corresponde con el producto escogido te cobran el producto al más caro y luego al pesar te roban 5 gramos por la cara más 3 gramos de la bolsa que se tiene que descontar por ley osea 8  gramos en cada producto parece poco pero al final del mes son muchos € gratis te roban a la cara."
Supermercados Dia,Supermercado,4,332,"lunes, De 9:00 a 21:30; martes, De 9:00 a 21:30; miércoles, De 9:00 a 21:30; jueves, De 9:00 a 21:30; viernes, De 9:00 a 21:30; sábado, De 9:00 a 21:30; domingo, Cerrado","Calle Dr. Cortés Rivas, s/n, 24700 Astorga, León",Astorga,León,http://www.dia.es/compra-online/,912 17 04 53,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.821965019329!2d-6.063735603210449!3d42.45280399999999!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760a31b74db95%3A0x2f2bcdd096fb7abb!2sSupermercados%20Dia!5e0!3m2!1ses!2ses!4v1748726517736!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/p/AF1QipN6-p3ELnxXKXSXcE-puzH0tzQFa4mrF_LffWUV=w408-h306-k-no,"Supermercados Dia, ubicado en Astorga, destaca según sus visitantes por comentarios como: Tienda con amplios aparcamientos, también es espaciosa en su interior. El personal es correcto.."
Supermercados Gadis,Supermercado,"4,1",528,"lunes, De 9:00 a 21:00; martes, De 9:00 a 21:00; miércoles, De 9:00 a 21:00; jueves, De 9:00 a 21:00; viernes, De 9:00 a 21:00; sábado, De 9:00 a 21:00; domingo, Cerrado","Pl. Santocildes, 5-8, 24700 Astorga, León",Astorga,León,http://www.gadis.es/,987 60 40 44,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2943.6895171595916!2d-6.0580345032104495!3d42.4556218!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd3760bbf28846a7%3A0x65ff4969065535ad!2sSupermercados%20Gadis!5e0!3m2!1ses!2ses!4v1748726533910!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npCj-UGPZasT_wo5QnGA6d_ekSTePIY0DTZdYWa1g4cIh5dSROh_XgAJElpiXuEio8d_IZTQgaHBHv70gdYa-NcxU9qugw28UN0ftvXnV6Twhvv3qbjVpfn3VsPT8kKXBm0G6w6=w533-h240-k-no,"Supermercados Gadis, ubicado en Astorga, destaca según sus visitantes por comentarios como: Supermercado muy limpio y buenos productos y bien en exposición. Muy buenos profesionales y trato muy amable.."
Chocolatería Vie Belle,Chocolatería,"4,7",28,"lunes, De 8:30 a 21:00; martes, De 8:30 a 21:00; miércoles, De 8:30 a 21:00; jueves, De 8:30 a 21:00; viernes, De 8:30 a 21:00; sábado, De 9:00 a 21:00; domingo, Cerrado","Av. Villafranca, 43, 24300 Bembibre, León",Bembibre,León,,605 79 18 27,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2936.1165464635706!2d-6.42454880321045!3d42.61648420000001!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd30b57e155042bd%3A0xa37fd348662c94a3!2sChocolater%C3%ADa%20Vie%20Belle!5e0!3m2!1ses!2ses!4v1748726710375!5m2!1ses!2ses"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCQLq0pRPlXsj8Vc-V9EwHEz_JDHwRzmFR6lErpAvUvYafagexVS66WtnczqNrBpW8tWYyg_S57CpF6u2m38-lEDF8zv7jHNs784VhX1j5lxUORMnEIMfRnX24E03lqfOnyVxR=w408-h306-k-no,"Chocolatería Vie Belle, ubicado en Bembibre, destaca según sus visitantes por comentarios como: Chocolatería muy bonita,no es muy grande,pero está muy acogedora.Los dueños muy amables,servicio rápido.Puedes degustar también de infusiones frías o calientes,con la consumición te dan a elegir galletas,bizcocho,etc.Para repetir.."
